submitted_on,latitude,longitude,waste_active,type_of_wastesite,site_open_year,site_managed_local,site_close_year,site_years_open,waste_state,waste_category,pollution_evidence,solidwaste_source,municipal_pop_served,municipal_ops_type,municipal_ops_other,commercial_ops_type,industrial_ops_type,sludge_source,sludge_source_other,sludge_ops_type,sludge_ops_other,drinking_treatment,drinking_sludge_local,waste_water_treatment,waste_water_board_mgmt,waste_water_manager,waste_water_sludge_local,waste_water_category
15/07/2019,-11.7987449,34.1962289,Yes,Human,7/1/2019,No,NA,NA,"Solid waste, Liquid waste",Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
15/07/2019,-11.7813549,34.1909983,Yes,NA,1/1/2018,No,NA,NA,"Solid waste, Liquid waste",Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
15/07/2019,-11.7817427,34.1912108,Yes,Human,1/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15/07/2019,-11.7812245,34.191327,Yes,NA,4/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15/07/2019,-11.7813916,34.1915087,Yes,NA,4/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15/07/2019,-16.9130368,35.2633546,Yes,NA,12/1/2018,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
16/07/2019,-16.6869979,35.2223488,Yes,Human,7/1/2019,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
16/07/2019,-11.5432409,34.2742319,Yes,Human,6/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
16/07/2019,-11.5422534,34.2707901,Yes,Human,2/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16/07/2019,-16.6912941,35.2007864,Yes,NA,1/1/2019,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
17/07/2019,-11.5417558,34.2706653,Yes,NA,10/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17/07/2019,-15.7628299,35.5009815,Yes,Human,7/1/2009,No,NA,NA,Liquid waste,Stagnant water,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
17/07/2019,-15.7690911,35.5040606,Yes,NA,7/1/2016,No,NA,NA,Liquid waste,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
17/07/2019,-15.7894836,35.5115544,Yes,NA,4/1/1994,No,NA,NA,Liquid waste,Stagnant water,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
17/07/2019,-15.7791927,35.5059282,Yes,NA,7/1/2001,No,NA,NA,Liquid waste,Stagnant water,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
17/07/2019,-14.0183424,33.5277553,Yes,NA,10/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17/07/2019,-15.7734658,35.5114737,Yes,NA,3/1/2004,No,NA,NA,Liquid waste,Stagnant water,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
17/07/2019,-15.7663146,35.51229,Yes,NA,2/1/2012,No,NA,NA,Solid waste,Stagnant water,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18/07/2019,-15.8201168,35.4516572,Yes,NA,9/1/2001,No,NA,NA,Liquid waste,Stagnant water,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
18/07/2019,-15.9623863,35.4801753,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18/07/2019,-15.8204191,35.4506102,Yes,NA,5/1/2017,No,NA,NA,Liquid waste,Stagnant water,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
18/07/2019,-15.8199801,35.4503068,Yes,NA,2/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/07/2019,-11.598261,34.299922,Yes,NA,11/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
19/07/2019,-11.5942765,34.2964943,Yes,Human,1/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
19/07/2019,-15.691109,35.4888087,Yes,Human,10/1/2008,No,NA,NA,Liquid waste,Stagnant water,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
19/07/2019,-15.6732128,35.4724984,Yes,NA,5/1/2018,No,NA,NA,Liquid waste,Stagnant water,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
23/07/2019,-11.7316184,34.0811651,Yes,Human,7/1/2013,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/07/2019,-15.9307704,34.748891,Yes,Human,7/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,500 - 2500,Incineration (Burning of Waste) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/07/2019,-12.1373971,33.4700343,Yes,Human,9/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
23/07/2019,-11.0355932,33.7329914,Yes,Human,10/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/07/2019,-11.0063742,33.5829317,Yes,Human,1/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,500 - 2500,Incineration (Burning of Waste) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/07/2019,-11.7817217,34.1911683,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/07/2019,-10.978043,33.7129035,Yes,NA,7/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/07/2019,-12.1446847,33.474453,Yes,NA,12/1/2018,Yes,NA,NA,"Liquid waste, Solid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
26/07/2019,-12.1441483,33.4736899,Yes,NA,9/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/07/2019,-11.57432,34.1216652,Yes,Human,8/1/2013,No,NA,NA,Solid waste,Medical waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),Health centre,Incineration (Burning of Waste) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
30/07/2019,-11.7954831,34.1423962,Yes,NA,2/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
30/07/2019,-11.7955329,34.1428273,Yes,NA,6/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
02/08/2019,-12.1898451,34.0162219,Yes,NA,3/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/08/2019,-11.7810922,34.1952537,Yes,NA,11/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
02/08/2019,-11.7816322,34.1949914,Yes,Human,6/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
03/08/2019,-15.7734165,35.0481799,Yes,Human,1/1/2015,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
05/08/2019,-15.7750967,35.0401367,Yes,NA,6/1/2017,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
06/08/2019,-13.9714753,33.5375194,Yes,Human,10/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/08/2019,-11.6935508,34.2782577,Yes,Human,7/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/08/2019,-15.7201617,35.4858083,Yes,Human,3/1/2007,No,NA,NA,Liquid waste,Stagnant water,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
09/08/2019,-15.707155,35.48183,Yes,NA,8/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/08/2019,-15.5564417,35.818875,Yes,NA,4/1/1994,Yes,NA,NA,Solid waste,Medical waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/08/2019,-12.1419316,33.4725448,Yes,NA,7/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/08/2019,-16.0524373,35.1880779,Yes,NA,6/1/2000,No,NA,NA,Solid waste,Household waste,Yes,Municipal - community waste site,50 - 500,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15/08/2019,-15.7405782,35.4981017,Yes,NA,10/1/1996,No,NA,NA,Liquid waste,Stagnant water,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
19/08/2019,-10.284502,34.1095101,Yes,NA,3/1/2017,No,NA,NA,Solid waste,Hazardous waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/08/2019,-10.2850509,34.1087033,Yes,NA,1/1/2019,No,NA,NA,Solid waste,Medical waste,Yes,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),Nyungwe Health Centre nedical wastes,Incineration (Burning of Waste) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
27/08/2019,-9.7234418,33.4347442,Yes,NA,1/1/2014,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2019,-9.7797271,33.4920769,Yes,NA,4/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/08/2019,-16.0632189,35.1278497,Yes,Human,10/1/2006,No,NA,NA,Solid waste,Household waste,Yes,Municipal - community waste site,"2500 - 10,000",Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/08/2019,-15.773744,35.0470189,Yes,Human,9/1/2014,No,NA,NA,"Solid waste, Liquid waste",Hazardous waste,Yes,"Domestic - household (< 50 people), Municipal - community waste site",50 - 500,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,None,No,Waste water discharge from Domestic or Municipal sources
07/09/2019,-10.3422986,34.1120455,Yes,NA,6/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
07/09/2019,-15.7899049,35.0823181,Yes,Human,6/1/2009,No,NA,NA,"Liquid waste, Solid waste",Stagnant water,Yes,"Domestic - household (< 50 people), Municipal - community waste site",50 - 500,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
09/09/2019,-11.611376,34.2957311,Yes,Human,5/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
09/09/2019,-10.9029086,33.9582624,Yes,Human,2/1/2014,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/09/2019,-11.713008,34.1793489,Yes,Human,2/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
13/09/2019,-11.7151237,34.1684959,Yes,Human,8/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/09/2019,-11.69877,34.1502582,Yes,NA,1/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
13/09/2019,-11.8085547,34.1871533,Yes,NA,8/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
13/09/2019,-11.8084903,34.1872411,Yes,NA,9/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14/09/2019,-11.3577308,33.3710069,No,NA,NA,NA,8/1/2014,34,Solid waste,Medical waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),From health centre maternity ward,Other,Waste was being disposed by dumping in a pit,NA,NA,NA,NA,NA,NA,NA
16/09/2019,-11.7984543,34.1925024,Yes,Human,3/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16/09/2019,-11.7974809,34.1808582,Yes,NA,2/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16/09/2019,-11.518551,34.1515594,Yes,Human,7/1/2015,No,NA,NA,Solid waste,Medical waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17/09/2019,-10.284469,34.1095903,Yes,NA,1/1/2018,No,NA,NA,"Solid waste, Liquid waste",Hazardous waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
17/09/2019,-11.5299357,34.1436324,Yes,NA,12/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17/09/2019,-16.0914621,35.6650666,Yes,NA,9/1/2006,No,NA,NA,"Liquid waste, Solid waste",Non-hazardous waste,No,Industrial,NA,NA,NA,NA,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Industrial or Mixed sources
17/09/2019,-16.1375467,34.822911,Yes,NA,9/1/2019,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17/09/2019,-16.029061,34.9793443,Yes,NA,8/1/2004,No,NA,NA,"Solid waste, Liquid waste",Medical waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
20/09/2019,-10.2837567,34.111636,Yes,Human,6/1/2018,No,NA,NA,"Solid waste, Liquid waste",Hazardous waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
23/09/2019,-10.1444941,33.7098072,No,Human,NA,NA,9/1/2019,2,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/09/2019,-11.371398,34.0743542,Yes,NA,10/1/2015,No,NA,NA,Solid waste,Non-hazardous waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),Papers and leaves  from trees ,Incineration (Burning of Waste) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
24/09/2019,-11.9338948,34.1106264,Yes,Human,2/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/09/2019,-11.9338882,34.1107267,Yes,NA,6/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/09/2019,-11.7349996,34.2354441,Yes,NA,3/1/2019,No,NA,NA,Solid waste,Medical waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/09/2019,-11.5221633,33.972785,Yes,NA,5/1/2019,No,NA,NA,"Solid waste, Liquid waste",Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
25/09/2019,-11.5224154,33.9725003,Yes,NA,8/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
26/09/2019,-11.378031,34.0889608,Yes,NA,3/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),Papers from  classroom and leaves  from trees ,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
26/09/2019,-11.3782822,34.088914,Yes,NA,1/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),"Soil , plastic  bags .leaves ",Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
26/09/2019,-11.3780389,34.0888874,Yes,NA,6/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),Leaves from trees  and Papers from class rooms ,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
26/09/2019,-11.3781617,34.0888814,Yes,NA,6/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),"Leaves  , papers  and plastic bags",Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
26/09/2019,-11.3783899,34.088968,Yes,NA,6/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),"Soil,  plastic papers  note book  papers and leaves ",Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
29/09/2019,-11.0238818,33.8459294,Yes,NA,1/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/10/2019,-11.9936693,34.0673285,Yes,NA,2/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/10/2019,-11.9762246,34.0741772,Yes,NA,2/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/10/2019,-11.5396136,33.2943119,Yes,NA,8/1/1995,No,NA,NA,Solid waste,Medical waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),Health cerntre  labour ward,Other,Waste is thrown  into ,NA,NA,NA,NA,NA,NA,NA
03/10/2019,-9.7126697,33.4716091,Yes,NA,1/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/10/2019,-9.6836953,33.4068178,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/10/2019,-9.6887124,33.4155986,Yes,NA,1/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/10/2019,-10.3066962,34.1298783,Yes,NA,1/1/2016,No,NA,NA,Solid waste,Hazardous waste,Yes,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),School waste,Incineration (Burning of Waste) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
09/10/2019,-16.1444106,35.5248506,Yes,NA,4/1/2008,No,NA,NA,"Solid waste, Liquid waste",Medical waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),Medical activities,Other,Decomposition of delivered placenters,No,NA,No,NA,NA,NA,Waste water discharge from Industrial or Mixed sources
09/10/2019,-16.1021846,35.4781472,Yes,Human,10/1/2019,No,NA,NA,"Solid waste, Liquid waste",Medical waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),Medical activities,Other,Decomposition of delivered placentas,No,NA,No,NA,NA,NA,Waste water discharge from Industrial or Mixed sources
10/10/2019,-11.1030701,33.7891909,Yes,NA,5/1/1984,Yes,NA,NA,"Solid waste, Liquid waste",Medical waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
10/10/2019,-11.1025536,33.7888858,Yes,Human,5/1/2014,Yes,NA,NA,Solid waste,Medical waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/10/2019,-16.0281068,35.6548176,Yes,NA,10/1/1985,No,NA,NA,"Liquid waste, Solid waste",Medical waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),Medical activites,Other,Decomposition of delivered placentas,No,NA,No,NA,NA,NA,Waste water discharge from Industrial or Mixed sources
10/10/2019,-16.02509,35.5076251,Yes,NA,7/1/2007,Yes,NA,NA,Solid waste,Medical waste,Yes,Municipal - community waste site,500 - 2500,Other,Disposal of placenta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/10/2019,-16.0565443,35.5860956,Yes,Human,3/1/2010,No,NA,NA,Liquid waste,Hazardous waste,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Industrial or Mixed sources
